Trans_ID,Date,Quantity,Total_Revenue,Product_Name,Unit_Cost,SubCat_Name,Category_Name,Store_Name,Customer_Name,Customer_City,Customer_Region
530,2025-01-14 09:31:00,1,24000.0,Dell 24 Monitor,15039.0,Monitors,Computers,TechStore Biskra Ziban,Khaled Oukil,Annaba,East
537,2024-09-04 10:50:00,1,65000.0,Dell OptiPlex,40453.0,Desktops,Computers,TechStore Setif Park,Aya Khelifa,Constantine,East
549,2025-11-21 11:50:00,1,48000.0,Samsung Odyssey G5,31082.0,Monitors,Computers,TechStore Guelma 8 Mai,Sami Khelifa,Oran,West
557,2023-12-18 17:18:00,1,24000.0,Dell 24 Monitor,15039.0,Monitors,Computers,TechStore Oran Bahia,Sami Amrani,Skikda,East
562,2023-03-14 14:09:00,1,24000.0,Dell 24 Monitor,15039.0,Monitors,Computers,TechStore Tlemcen Ville,Yasmine Rahmani,Guelma,East
563,2025-03-27 09:34:00,1,48000.0,Samsung Odyssey G5,31082.0,Monitors,Computers,TechStore Skikda Centre,Zineb Bouchareb,Ouargla,South
576,2025-02-13 19:35:00,1,48000.0,Samsung Odyssey G5,31082.0,Monitors,Computers,TechStore Alger Centre,Nabil Djedid,Annaba,East
585,2024-08-01 15:58:00,1,310000.0,Asus ROG Strix,196558.0,Laptops,Computers,TechStore Oran Bahia,Houda Djerbal,Ghardaia,South
610,2024-07-28 15:42:00,1,42000.0,LG UltraGear,31127.0,Monitors,Computers,TechStore Bejaia Port,Lotfi Bouzid,Constantine,East
622,2025-11-09 09:27:00,1,24000.0,Dell 24 Monitor,15039.0,Monitors,Computers,TechStore Skikda Centre,Meriem Brahami,Biskra,South
625,2025-02-11 17:12:00,1,24000.0,Dell 24 Monitor,15039.0,Monitors,Computers,TechStore Guelma 8 Mai,Khaled Kherief,Biskra,South
635,2025-05-01 12:54:00,1,48000.0,Samsung Odyssey G5,31082.0,Monitors,Computers,TechStore Biskra Ziban,Houda Kherief,Setif,East
637,2024-05-18 14:29:00,1,260000.0,Dell XPS 13,167880.0,Laptops,Computers,TechStore Ouargla Sud,Amel Talbi,Guelma,East
645,2025-10-23 12:03:00,1,24000.0,Dell 24 Monitor,15039.0,Monitors,Computers,TechStore Annaba Coast,Yasmine Guellil,Guelma,East
668,2023-04-02 11:31:00,1,48000.0,Samsung Odyssey G5,31082.0,Monitors,Computers,TechStore Skikda Centre,Houda Kherief,Setif,East
669,2024-05-31 19:12:00,1,42000.0,LG UltraGear,31127.0,Monitors,Computers,TechStore Constantine Cirta,Manel Amrani,Alger,North
670,2024-03-02 15:00:00,1,24000.0,Dell 24 Monitor,15039.0,Monitors,Computers,TechStore Alger Centre,Asma Kherief,Alger,North
671,2023-08-06 17:52:00,1,42000.0,LG UltraGear,31127.0,Monitors,Computers,TechStore Annaba Coast,Zineb Diaf,Biskra,South
680,2024-05-11 18:04:00,1,48000.0,Samsung Odyssey G5,31082.0,Monitors,Computers,TechStore Oran Bahia,Houda Mansouri,Biskra,South
682,2024-09-29 12:12:00,1,48000.0,Samsung Odyssey G5,31082.0,Monitors,Computers,TechStore Oran Bahia,Yasmine Djerbal,Ouargla,South
686,2023-05-06 20:39:00,1,85000.0,HP Pavilion Desktop,52017.0,Desktops,Computers,TechStore Biskra Ziban,Yacine Bouzid,Oran,West
694,2023-06-09 11:22:00,1,65000.0,Dell OptiPlex,40453.0,Desktops,Computers,TechStore Alger Centre,Mehdi Mebarki,Oran,West
702,2023-06-24 18:56:00,1,65000.0,Dell OptiPlex,40453.0,Desktops,Computers,TechStore Annaba Coast,Houda Mansouri,Biskra,South
705,2025-01-24 18:33:00,1,310000.0,Asus ROG Strix,196558.0,Laptops,Computers,TechStore Oran Bahia,Houda Kherief,Tlemcen,West
709,2023-08-12 10:50:00,1,42000.0,LG UltraGear,31127.0,Monitors,Computers,TechStore Oran Bahia,Asma Toumi,Oran,West
711,2023-02-15 10:02:00,1,320000.0,Custom Gaming PC,198987.0,Desktops,Computers,TechStore Annaba Coast,Fares Brahami,Ouargla,South
712,2024-07-31 18:21:00,1,42000.0,LG UltraGear,31127.0,Monitors,Computers,TechStore Annaba Coast,Nour Talbi,Tlemcen,West
721,2025-11-17 17:56:00,1,48000.0,Samsung Odyssey G5,31082.0,Monitors,Computers,TechStore Alger Centre,Yasmine Khelifa,Alger,North
745,2025-04-06 09:06:00,1,48000.0,Samsung Odyssey G5,31082.0,Monitors,Computers,TechStore Annaba Coast,Amine Saidi,Annaba,East
768,2025-08-29 09:23:00,1,260000.0,Dell XPS 13,167880.0,Laptops,Computers,TechStore Bejaia Port,Walid Saidi,Guelma,East
778,2024-07-06 13:06:00,1,48000.0,Samsung Odyssey G5,31082.0,Monitors,Computers,TechStore Oran Bahia,Karim Chaouch,Alger,North
804,2023-09-24 09:55:00,1,42000.0,LG UltraGear,31127.0,Monitors,Computers,TechStore Annaba Coast,Lina Guellil,Guelma,East
818,2025-03-14 13:51:00,1,24000.0,Dell 24 Monitor,15039.0,Monitors,Computers,TechStore Constantine Cirta,Aya Brahami,Setif,East
822,2025-08-01 19:19:00,1,260000.0,Dell XPS 13,167880.0,Laptops,Computers,TechStore Constantine Cirta,Houda Brahami,Constantine,East
827,2024-03-17 20:03:00,1,48000.0,Samsung Odyssey G5,31082.0,Monitors,Computers,TechStore Constantine Cirta,Amine Oukil,Alger,North
851,2024-02-21 09:09:00,1,195000.0,MacBook Air M2,141052.0,Laptops,Computers,TechStore Tlemcen Ville,Karim Toumi,Setif,East
863,2023-11-20 13:35:00,1,42000.0,LG UltraGear,31127.0,Monitors,Computers,TechStore Alger Centre,Walid Brahami,Guelma,East
864,2025-05-07 17:31:00,1,24000.0,Dell 24 Monitor,15039.0,Monitors,Computers,TechStore Annaba Coast,Sofiane Mansouri,Guelma,East
865,2024-04-18 11:02:00,1,24000.0,Dell 24 Monitor,15039.0,Monitors,Computers,TechStore Biskra Ziban,Imane Saidi,Setif,East
882,2025-12-21 10:24:00,1,260000.0,Dell XPS 13,167880.0,Laptops,Computers,TechStore Ghardaia Oasis,Amel Guellil,Bejaia,North
883,2025-04-03 11:04:00,1,260000.0,Dell XPS 13,167880.0,Laptops,Computers,TechStore Constantine Cirta,Rym Talbi,Annaba,East
885,2024-03-31 12:31:00,1,48000.0,Samsung Odyssey G5,31082.0,Monitors,Computers,TechStore Bejaia Port,Yacine Mebarki,Guelma,East
909,2024-10-19 17:35:00,1,48000.0,Samsung Odyssey G5,31082.0,Monitors,Computers,TechStore Constantine Cirta,Yasmine Khelifa,Tlemcen,West
917,2023-01-14 13:01:00,1,42000.0,LG UltraGear,31127.0,Monitors,Computers,TechStore Alger Centre,Mohamed Bouzid,Skikda,East
918,2025-12-19 20:34:00,1,125000.0,HP Victus 15,87901.0,Laptops,Computers,TechStore Alger Centre,Meriem Kherief,Alger,North
928,2023-02-28 09:51:00,1,310000.0,Asus ROG Strix,196558.0,Laptops,Computers,TechStore Alger Centre,Samia Boukhalfa,Oran,West
932,2023-07-02 18:53:00,1,48000.0,Samsung Odyssey G5,31082.0,Monitors,Computers,TechStore Annaba Coast,Fares Saidi,Annaba,East
936,2024-05-22 17:01:00,1,48000.0,Samsung Odyssey G5,31082.0,Monitors,Computers,TechStore Bejaia Port,Walid Mebarki,Skikda,East
959,2024-06-05 16:58:00,1,48000.0,Samsung Odyssey G5,31082.0,Monitors,Computers,TechStore Alger Centre,Billel Saidi,Skikda,East
963,2024-06-26 16:25:00,1,24000.0,Dell 24 Monitor,15039.0,Monitors,Computers,TechStore Oran Bahia,Nour Rahmani,Ghardaia,South
965,2023-08-17 18:55:00,1,24000.0,Dell 24 Monitor,15039.0,Monitors,Computers,TechStore Constantine Cirta,Amine Bouzid,Alger,North
968,2025-09-01 18:11:00,1,98000.0,Lenovo ThinkPad,63780.0,Laptops,Computers,TechStore Skikda Centre,Amel Brahami,Ghardaia,South
971,2024-11-28 17:49:00,1,98000.0,Lenovo ThinkPad,63780.0,Laptops,Computers,TechStore Annaba Coast,Fares Amrani,Tlemcen,West
972,2023-10-09 12:34:00,1,24000.0,Dell 24 Monitor,15039.0,Monitors,Computers,TechStore Oran Bahia,Aya Djerbal,Tlemcen,West
989,2024-03-29 10:52:00,1,310000.0,Asus ROG Strix,196558.0,Laptops,Computers,TechStore Alger Centre,Sarah Guellil,Biskra,South
1021,2024-05-24 09:17:00,1,125000.0,HP Victus 15,87901.0,Laptops,Computers,TechStore Skikda Centre,Hichem Mekki,Ghardaia,South
1022,2024-10-07 10:00:00,1,260000.0,Dell XPS 13,167880.0,Laptops,Computers,TechStore Ghardaia Oasis,Yacine Boukhalfa,Ghardaia,South
1027,2025-07-08 15:27:00,1,98000.0,Lenovo ThinkPad,63780.0,Laptops,Computers,TechStore Constantine Cirta,Mohamed Khelifa,Constantine,East
1029,2024-01-24 18:24:00,1,48000.0,Samsung Odyssey G5,31082.0,Monitors,Computers,TechStore Constantine Cirta,Mohamed Benali,Constantine,East
1031,2025-05-02 14:46:00,1,48000.0,Samsung Odyssey G5,31082.0,Monitors,Computers,TechStore Setif Park,Fares Djedid,Ouargla,South
1046,2025-03-21 13:57:00,1,24000.0,Dell 24 Monitor,15039.0,Monitors,Computers,TechStore Setif Park,Fares Guellil,Ghardaia,South
1049,2024-10-04 19:45:00,1,195000.0,MacBook Air M2,141052.0,Laptops,Computers,TechStore Annaba Coast,Lotfi Rahmani,Bejaia,North
1053,2023-03-08 17:09:00,1,195000.0,MacBook Air M2,141052.0,Laptops,Computers,TechStore Setif Park,Lina Mebarki,Setif,East
1060,2024-10-11 14:28:00,1,98000.0,Lenovo ThinkPad,63780.0,Laptops,Computers,TechStore Constantine Cirta,Houda Diaf,Setif,East
1083,2023-11-15 20:11:00,1,65000.0,Dell OptiPlex,40453.0,Desktops,Computers,TechStore Biskra Ziban,Khaled Talbi,Guelma,East
1090,2024-10-08 09:09:00,1,260000.0,Dell XPS 13,167880.0,Laptops,Computers,TechStore Constantine Cirta,Mohamed Khelifa,Constantine,East
1106,2025-12-14 10:56:00,1,42000.0,LG UltraGear,31127.0,Monitors,Computers,TechStore Annaba Coast,Sofiane Zerrouki,Guelma,East
1116,2024-09-24 19:12:00,1,98000.0,Lenovo ThinkPad,63780.0,Laptops,Computers,TechStore Setif Park,Hichem Brahami,Bejaia,North
1119,2023-05-02 13:22:00,1,320000.0,Custom Gaming PC,198987.0,Desktops,Computers,TechStore Tlemcen Ville,Walid Djedid,Alger,North
1126,2023-03-29 10:33:00,1,195000.0,MacBook Air M2,141052.0,Laptops,Computers,TechStore Setif Park,Yacine Bouchareb,Tlemcen,West
1129,2023-11-12 10:53:00,1,42000.0,LG UltraGear,31127.0,Monitors,Computers,TechStore Annaba Coast,Chahinez Diaf,Skikda,East
1139,2023-12-26 20:58:00,1,48000.0,Samsung Odyssey G5,31082.0,Monitors,Computers,TechStore Oran Bahia,Sofiane Zerrouki,Guelma,East
1146,2025-05-01 15:36:00,1,125000.0,HP Victus 15,87901.0,Laptops,Computers,TechStore Constantine Cirta,Yasmine Khelifa,Constantine,East
1149,2025-11-02 12:46:00,1,320000.0,Custom Gaming PC,198987.0,Desktops,Computers,TechStore Alger Centre,Hichem Saidi,Constantine,East
1153,2023-06-08 10:27:00,1,125000.0,HP Victus 15,87901.0,Laptops,Computers,TechStore Skikda Centre,Mohamed Mekki,Annaba,East
1154,2024-12-05 17:55:00,1,195000.0,MacBook Air M2,141052.0,Laptops,Computers,TechStore Annaba Coast,Yacine Djerbal,Skikda,East
1159,2024-09-25 20:52:00,1,42000.0,LG UltraGear,31127.0,Monitors,Computers,TechStore Tlemcen Ville,Yasmine Djerbal,Ghardaia,South
1194,2024-06-16 17:16:00,1,24000.0,Dell 24 Monitor,15039.0,Monitors,Computers,TechStore Guelma 8 Mai,Rym Talbi,Bejaia,North
1201,2023-08-04 13:18:00,1,24000.0,Dell 24 Monitor,15039.0,Monitors,Computers,TechStore Constantine Cirta,Amine Djedid,Tlemcen,West
1210,2024-03-29 14:15:00,1,42000.0,LG UltraGear,31127.0,Monitors,Computers,TechStore Setif Park,Youcef Rahmani,Bejaia,North
1216,2025-12-03 17:35:00,1,320000.0,Custom Gaming PC,198987.0,Desktops,Computers,TechStore Bejaia Port,Omar Kherief,Ghardaia,South
1234,2025-11-05 12:23:00,1,310000.0,Asus ROG Strix,196558.0,Laptops,Computers,TechStore Annaba Coast,Khaled Brahami,Ghardaia,South
1241,2025-05-29 12:09:00,1,125000.0,HP Victus 15,87901.0,Laptops,Computers,TechStore Constantine Cirta,Sarah Mansouri,Ouargla,South
1250,2024-09-24 20:45:00,1,24000.0,Dell 24 Monitor,15039.0,Monitors,Computers,TechStore Constantine Cirta,Meriem Zerrouki,Guelma,East
1264,2025-12-09 16:46:00,1,320000.0,Custom Gaming PC,198987.0,Desktops,Computers,TechStore Alger Centre,Ryad Chaouch,Annaba,East
1269,2024-11-14 11:38:00,1,310000.0,Asus ROG Strix,196558.0,Laptops,Computers,TechStore Skikda Centre,Yasmine Djerbal,Ouargla,South
1278,2025-07-28 09:52:00,1,310000.0,Asus ROG Strix,196558.0,Laptops,Computers,TechStore Oran Bahia,Yasmine Bouzid,Setif,East
1298,2023-05-14 10:00:00,1,42000.0,LG UltraGear,31127.0,Monitors,Computers,TechStore Alger Centre,Asma Bouchareb,Oran,West
1303,2024-03-02 10:11:00,1,24000.0,Dell 24 Monitor,15039.0,Monitors,Computers,TechStore Annaba Coast,Sofiane Talbi,Annaba,East
1306,2023-03-02 14:53:00,1,98000.0,Lenovo ThinkPad,63780.0,Laptops,Computers,TechStore Annaba Coast,Nabil Benali,Biskra,South
1313,2024-02-14 14:29:00,1,42000.0,LG UltraGear,31127.0,Monitors,Computers,TechStore Alger Centre,Rym Zerrouki,Ghardaia,South
1318,2024-12-26 10:20:00,1,85000.0,HP Pavilion Desktop,52017.0,Desktops,Computers,TechStore Setif Park,Amel Saidi,Skikda,East
1343,2024-09-11 09:42:00,1,98000.0,Lenovo ThinkPad,63780.0,Laptops,Computers,TechStore Alger Centre,Nabil Amrani,Setif,East
1358,2025-04-05 14:20:00,1,42000.0,LG UltraGear,31127.0,Monitors,Computers,TechStore Setif Park,Khaled Talbi,Constantine,East
1367,2025-04-09 09:19:00,1,24000.0,Dell 24 Monitor,15039.0,Monitors,Computers,TechStore Oran Bahia,Lotfi Saidi,Bejaia,North
1369,2023-06-12 16:25:00,1,42000.0,LG UltraGear,31127.0,Monitors,Computers,TechStore Bejaia Port,Yasmine Bouzid,Biskra,South
1383,2025-02-14 09:58:00,1,85000.0,HP Pavilion Desktop,52017.0,Desktops,Computers,TechStore Alger Centre,Mohamed Kherief,Tlemcen,West
1391,2024-12-03 19:21:00,1,24000.0,Dell 24 Monitor,15039.0,Monitors,Computers,TechStore Oran Bahia,Amel Mebarki,Ouargla,South
1415,2023-08-19 09:54:00,1,195000.0,MacBook Air M2,141052.0,Laptops,Computers,TechStore Annaba Coast,Fares Djedid,Ouargla,South
1425,2024-08-27 17:03:00,1,24000.0,Dell 24 Monitor,15039.0,Monitors,Computers,TechStore Annaba Coast,Mehdi Diaf,Oran,West
1431,2023-01-24 12:02:00,1,125000.0,HP Victus 15,87901.0,Laptops,Computers,TechStore Bejaia Port,Fares Mansouri,Guelma,East
1442,2024-10-01 20:00:00,1,48000.0,Samsung Odyssey G5,31082.0,Monitors,Computers,TechStore Alger Centre,Manel Amrani,Guelma,East
1448,2023-12-29 14:10:00,1,48000.0,Samsung Odyssey G5,31082.0,Monitors,Computers,TechStore Ouargla Sud,Karim Benali,Ouargla,South
1454,2023-11-23 17:06:00,1,48000.0,Samsung Odyssey G5,31082.0,Monitors,Computers,TechStore Tlemcen Ville,Youcef Bouzid,Skikda,East
1456,2024-09-01 14:23:00,1,65000.0,Dell OptiPlex,40453.0,Desktops,Computers,TechStore Annaba Coast,Omar Zerrouki,Ouargla,South
1491,2025-03-27 13:54:00,1,310000.0,Asus ROG Strix,196558.0,Laptops,Computers,TechStore Setif Park,Yacine Mebarki,Bejaia,North
1494,2023-10-13 20:16:00,1,98000.0,Lenovo ThinkPad,63780.0,Laptops,Computers,TechStore Alger Centre,Sarah Chaouch,Oran,West
1501,2024-11-29 11:36:00,1,195000.0,MacBook Air M2,141052.0,Laptops,Computers,TechStore Oran Bahia,Hichem Bouchareb,Bejaia,North
1513,2024-12-10 17:46:00,1,48000.0,Samsung Odyssey G5,31082.0,Monitors,Computers,TechStore Setif Park,Karim Mansouri,Tlemcen,West
1546,2023-07-15 13:30:00,1,48000.0,Samsung Odyssey G5,31082.0,Monitors,Computers,TechStore Bejaia Port,Sami Haddad,Biskra,South
1550,2024-02-23 11:23:00,1,42000.0,LG UltraGear,31127.0,Monitors,Computers,TechStore Alger Centre,Nour Toumi,Ghardaia,South
1554,2023-03-07 17:51:00,1,24000.0,Dell 24 Monitor,15039.0,Monitors,Computers,TechStore Biskra Ziban,Yasmine Mekki,Setif,East
1564,2024-07-21 09:59:00,1,42000.0,LG UltraGear,31127.0,Monitors,Computers,TechStore Alger Centre,Khaled Benali,Guelma,East
1571,2024-09-27 16:41:00,1,195000.0,MacBook Air M2,141052.0,Laptops,Computers,TechStore Alger Centre,Billel Benali,Annaba,East
1582,2024-11-02 15:54:00,1,24000.0,Dell 24 Monitor,15039.0,Monitors,Computers,TechStore Constantine Cirta,Nour Rahmani,Skikda,East
1586,2023-03-23 11:37:00,1,65000.0,Dell OptiPlex,40453.0,Desktops,Computers,TechStore Alger Centre,Manel Amrani,Guelma,East
1592,2023-01-09 10:53:00,1,85000.0,HP Pavilion Desktop,52017.0,Desktops,Computers,TechStore Constantine Cirta,Ryad Boukhalfa,Bejaia,North
1596,2024-07-07 11:25:00,1,320000.0,Custom Gaming PC,198987.0,Desktops,Computers,TechStore Setif Park,Youcef Djedid,Ghardaia,South
5,2023-04-30 13:45:00,1,58000.0,Oppo Reno 8,37157.0,Android Phones,Smartphones,TechStore Biskra Ziban,Amel Brahami,Alger,North
7,2024-02-15 18:40:00,3,10500.0,Samsung Charger 25W,2473.0,Phone Accessories,Smartphones,TechStore Oran Bahia,Chahinez Kherief,Alger,North
11,2025-03-27 12:18:00,1,38000.0,Xiaomi Redmi Note 12,25796.0,Android Phones,Smartphones,TechStore Constantine Cirta,Amel Amrani,Oran,West
12,2024-11-10 17:46:00,1,230000.0,iPhone 14 Pro,161913.0,iPhones,Smartphones,TechStore Guelma 8 Mai,Sarah Benali,Oran,West
14,2025-02-05 16:10:00,3,2400.0,Screen Protector,526.0,Phone Accessories,Smartphones,TechStore Annaba Coast,Fares Zerrouki,Setif,East
20,2025-01-04 17:18:00,1,290000.0,iPhone 15 Pro Max,209699.0,iPhones,Smartphones,TechStore Guelma 8 Mai,Houda Zerrouki,Alger,North
21,2024-06-09 14:21:00,1,2800.0,iPhone Cable,1695.0,Phone Accessories,Smartphones,TechStore Alger Centre,Meriem Haddad,Bejaia,North
22,2023-01-29 12:19:00,3,4500.0,Phone Case Silicon,1029.0,Phone Accessories,Smartphones,TechStore Oran Bahia,Samia Amrani,Ghardaia,South
24,2025-09-06 13:55:00,1,1500.0,Phone Case Silicon,1029.0,Phone Accessories,Smartphones,TechStore Alger Centre,Amel Mekki,Ouargla,South
25,2024-07-02 15:56:00,5,4000.0,Screen Protector,526.0,Phone Accessories,Smartphones,TechStore Alger Centre,Karim Mebarki,Ghardaia,South
27,2025-07-06 11:30:00,2,7000.0,Samsung Charger 25W,2473.0,Phone Accessories,Smartphones,TechStore Alger Centre,Hichem Benali,Skikda,East
29,2024-10-29 10:22:00,2,3000.0,Phone Case Silicon,1029.0,Phone Accessories,Smartphones,TechStore Bejaia Port,Lina Bouchareb,Annaba,East
34,2024-04-03 15:24:00,2,3000.0,Phone Case Silicon,1029.0,Phone Accessories,Smartphones,TechStore Bejaia Port,Lina Guellil,Bejaia,North
38,2023-10-04 11:02:00,2,7000.0,Samsung Charger 25W,2473.0,Phone Accessories,Smartphones,TechStore Constantine Cirta,Walid Rahmani,Ouargla,South
42,2024-08-10 09:36:00,1,230000.0,iPhone 14 Pro,161913.0,iPhones,Smartphones,TechStore Biskra Ziban,Hichem Oukil,Oran,West
